"year","locationabbr","locationdesc","class","topic","question","response","sample_size","data_value","confidence_limit_low","confidence_limit_high","display_order","data_value_unit","data_value_type","data_value_footnote_symbol","data_value_footnote","data_source","class_id","topic_id","location_id","question_id","respid","geo_location","response_order"
2008,"ND","ND - Burleigh County","Health Status","Overall Health","How is your general health?","Poor",14,2.7,0.3,5.1,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(46.822761, -100.761508)",1
2008,"ND","ND - Cass County","Health Status","Overall Health","How is your general health?","Poor",29,1.9,1.1,2.7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(46.860506, -96.861406)",1
2008,"ND","ND - Ward County","Health Status","Overall Health","How is your general health?","Poor",22,3.8,2,5.6,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(48.256527, -101.329338)",1
2008,"OH","OH - Cuyahoga County","Health Status","Overall Health","How is your general health?","Poor",36,3.6,2,5.2,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.449624, -81.676037)",1
2008,"OH","OH - Franklin County","Health Status","Overall Health","How is your general health?","Poor",35,3.3,1.9,4.7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(39.999581, -82.993223)",1
2008,"OH","OH - Hamilton County","Health Status","Overall Health","How is your general health?","Poor",38,3.1,1.9,4.3,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(39.180332, -84.50859)",1
2008,"OH","OH - Lucas County","Health Status","Overall Health","How is your general health?","Poor",51,5.1,3.5,6.7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.652803, -83.615345)",1
2008,"OH","OH - Mahoning County","Health Status","Overall Health","How is your general health?","Poor",38,3.4,2,4.8,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.049535, -80.696308)",1
2008,"OH","OH - Montgomery County","Health Status","Overall Health","How is your general health?","Poor",45,3.9,2.5,5.3,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(39.746151, -84.207549)",1
2008,"OH","OH - Stark County","Health Status","Overall Health","How is your general health?","Poor",37,3.6,2.2,5,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(40.837013, -81.387172)",1
2008,"OH","OH - Summit County","Health Status","Overall Health","How is your general health?","Poor",102,3.2,2.4,4,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.112957, -81.512898)",1
2008,"OK","OK - Cleveland County","Health Status","Overall Health","How is your general health?","Poor",24,4.3,2.3,6.3,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(35.266627, -97.447024)",1
2008,"OK","OK - Oklahoma County","Health Status","Overall Health","How is your general health?","Poor",88,5.1,3.9,6.3,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(35.519307, -97.510552)",1
2008,"OK","OK - Tulsa County","Health Status","Overall Health","How is your general health?","Poor",110,5.5,4.1,6.9,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(36.105918, -95.914798)",1
2008,"OR","OR - Clackamas County","Health Status","Overall Health","How is your general health?","Poor",18,2.5,1.1,3.9,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(45.363365, -122.57415)",1
2008,"OR","OR - Multnomah County","Health Status","Overall Health","How is your general health?","Poor",30,2.3,1.3,3.3,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(45.517889, -122.588705)",1
2008,"OR","OR - Washington County","Health Status","Overall Health","How is your general health?","Poor",19,3.3,1.3,5.3,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(45.48421, -122.870641)",1
2008,"PA","PA - Allegheny County","Health Status","Overall Health","How is your general health?","Poor",40,4.8,2.6,7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(40.446249, -79.966538)",1
2008,"PA","PA - Bucks County","Health Status","Overall Health","How is your general health?","Poor",8,2.3,0.5,4.1,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(40.238922, -75.024632)",1
2008,"PA","PA - Delaware County","Health Status","Overall Health","How is your general health?","Poor",14,3.8,1.1,6.5,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(39.921778, -75.348629)",1
2008,"PA","PA - Fayette County","Health Status","Overall Health","How is your general health?","Poor",106,5.2,4,6.4,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(39.949668, -79.71427)",1
2008,"PA","PA - Luzerne County","Health Status","Overall Health","How is your general health?","Poor",101,5.1,3.9,6.3,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.199679, -75.929184)",1
2008,"PA","PA - Montgomery County","Health Status","Overall Health","How is your general health?","Poor",14,2.3,0.9,3.7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(40.169886, -75.313634)",1
2008,"PA","PA - Philadelphia County","Health Status","Overall Health","How is your general health?","Poor",145,6,4,8,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(40.004629, -75.139469)",1
2008,"PA","PA - Westmoreland County","Health Status","Overall Health","How is your general health?","Poor",12,4.9,1.4,8.4,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(40.339402, -79.591786)",1
2008,"RI","RI - Bristol County","Health Status","Overall Health","How is your general health?","Poor",7,2.5,0.3,4.7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.712119, -71.283919)",1
2008,"RI","RI - Kent County","Health Status","Overall Health","How is your general health?","Poor",23,2,1,3,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.699105, -71.487993)",1
2008,"RI","RI - Newport County","Health Status","Overall Health","How is your general health?","Poor",10,2,0.6,3.4,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.548265, -71.266661)",1
2008,"RI","RI - Providence County","Health Status","Overall Health","How is your general health?","Poor",131,3.6,2.8,4.4,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.856551, -71.450538)",1
2008,"RI","RI - Washington County","Health Status","Overall Health","How is your general health?","Poor",18,1.8,0.8,2.8,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.46723, -71.589511)",1
2008,"SC","SC - Aiken County","Health Status","Overall Health","How is your general health?","Poor",39,5.2,3.4,7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(33.535417, -81.769514)",1
2008,"SC","SC - Beaufort County","Health Status","Overall Health","How is your general health?","Poor",25,3,1.4,4.6,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(32.323566, -80.77157)",1
2008,"SC","SC - Berkeley County","Health Status","Overall Health","How is your general health?","Poor",27,4.4,1.9,6.9,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(33.068108, -80.032851)",1
2008,"SC","SC - Charleston County","Health Status","Overall Health","How is your general health?","Poor",34,2.3,1.1,3.5,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(32.822801, -79.979214)",1
2008,"SC","SC - Greenville County","Health Status","Overall Health","How is your general health?","Poor",49,5.6,3.4,7.8,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(34.847691, -82.335536)",1
2008,"SC","SC - Horry County","Health Status","Overall Health","How is your general health?","Poor",58,7.4,4.9,9.9,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(33.786228, -78.940096)",1
2008,"SC","SC - Laurens County","Health Status","Overall Health","How is your general health?","Poor",27,8.9,3.8,14,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(34.504773, -82.026131)",1
2008,"SC","SC - Orangeburg County","Health Status","Overall Health","How is your general health?","Poor",34,4.9,2.9,6.9,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(33.471516, -80.799081)",1
2008,"SC","SC - Richland County","Health Status","Overall Health","How is your general health?","Poor",47,3,1.6,4.4,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(34.060483, -80.98649)",1
2008,"SD","SD - Minnehaha County","Health Status","Overall Health","How is your general health?","Poor",29,2.8,1.6,4,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(43.559391, -96.732329)",1
2008,"SD","SD - Pennington County","Health Status","Overall Health","How is your general health?","Poor",31,3,1.8,4.2,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(44.064633, -103.213752)",1
2008,"TN","TN - Davidson County","Health Status","Overall Health","How is your general health?","Poor",25,3.7,1.9,5.5,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(36.140596, -86.74545)",1
2008,"TN","TN - Shelby County","Health Status","Overall Health","How is your general health?","Poor",24,6.6,3.7,9.5,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(35.131228, -89.894188)",1
2008,"TX","TX - Bexar County","Health Status","Overall Health","How is your general health?","Poor",72,4.2,3,5.4,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(29.479255, -98.525238)",1
2008,"TX","TX - Dallas County","Health Status","Overall Health","How is your general health?","Poor",26,3.6,1.8,5.4,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(32.808956, -96.788197)",1
2008,"TX","TX - El Paso County","Health Status","Overall Health","How is your general health?","Poor",54,7,4.8,9.2,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(31.782045, -106.375936)",1
2008,"TX","TX - Harris County","Health Status","Overall Health","How is your general health?","Poor",75,5.4,3.8,7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(29.807479, -95.417454)",1
2008,"TX","TX - Lubbock County","Health Status","Overall Health","How is your general health?","Poor",36,4.6,2.2,7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(33.556622, -101.887742)",1
2008,"TX","TX - Randall County","Health Status","Overall Health","How is your general health?","Poor",16,4.5,2,7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(35.121463, -101.888863)",1
2008,"TX","TX - Smith County","Health Status","Overall Health","How is your general health?","Poor",43,6.2,3.7,8.7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(32.326711, -95.297792)",1
2008,"TX","TX - Tarrant County","Health Status","Overall Health","How is your general health?","Poor",29,4,2.2,5.8,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(32.76219, -97.244748)",1
2008,"TX","TX - Travis County","Health Status","Overall Health","How is your general health?","Poor",24,3.2,1.4,5,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(30.31025, -97.749981)",1
2008,"TX","TX - Wichita County","Health Status","Overall Health","How is your general health?","Poor",28,4.7,2.7,6.7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(33.922335, -98.551696)",1
2008,"UT","UT - Davis County","Health Status","Overall Health","How is your general health?","Poor",16,3.2,1.2,5.2,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.01957, -111.958756)",1
2008,"UT","UT - Salt Lake County","Health Status","Overall Health","How is your general health?","Poor",66,3,2.2,3.8,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(40.646321, -111.922762)",1
2008,"UT","UT - Summit County","Health Status","Overall Health","How is your general health?","Poor",8,1.5,0.3,2.7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(40.727812, -111.47076)",1
2008,"UT","UT - Tooele County","Health Status","Overall Health","How is your general health?","Poor",13,3,1,5,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(40.56078, -112.379217)",1
2008,"UT","UT - Utah County","Health Status","Overall Health","How is your general health?","Poor",19,2,1,3,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(40.272349, -111.73158)",1
2008,"UT","UT - Weber County","Health Status","Overall Health","How is your general health?","Poor",20,3,1.4,4.6,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.224614, -111.990305)",1
2008,"VT","VT - Chittenden County","Health Status","Overall Health","How is your general health?","Poor",41,1.8,1.2,2.4,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(44.480855, -73.149444)",1
2008,"VT","VT - Franklin County","Health Status","Overall Health","How is your general health?","Poor",17,3.2,1.2,5.2,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(44.840447, -72.993263)",1
2008,"VT","VT - Orange County","Health Status","Overall Health","How is your general health?","Poor",18,3.8,1.8,5.8,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(43.996017, -72.394216)",1
2008,"VT","VT - Rutland County","Health Status","Overall Health","How is your general health?","Poor",15,1.5,0.7,2.3,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(43.601633, -73.045536)",1
2008,"VT","VT - Washington County","Health Status","Overall Health","How is your general health?","Poor",25,3.3,1.3,5.3,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(44.241925, -72.58392)",1
2008,"VT","VT - Windsor County","Health Status","Overall Health","How is your general health?","Poor",29,2.7,1.5,3.9,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(43.545556, -72.491252)",1
2008,"WA","WA - Benton County","Health Status","Overall Health","How is your general health?","Poor",20,2.3,1.1,3.5,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(46.229004, -119.276099)",1
2008,"WA","WA - Chelan County","Health Status","Overall Health","How is your general health?","Poor",30,4.9,2.5,7.3,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(47.530217, -120.344707)",1
2008,"WA","WA - Clark County","Health Status","Overall Health","How is your general health?","Poor",80,3.7,2.5,4.9,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(45.679487, -122.561881)",1
2008,"WA","WA - Douglas County","Health Status","Overall Health","How is your general health?","Poor",24,4.5,1.8,7.2,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(47.511897, -120.172826)",1
2008,"WA","WA - Franklin County","Health Status","Overall Health","How is your general health?","Poor",15,4.2,1.5,6.9,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(46.304218, -119.11931)",1
2008,"WA","WA - King County","Health Status","Overall Health","How is your general health?","Poor",106,2,1.6,2.4,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(47.54832, -122.229983)",1
2008,"WA","WA - Kitsap County","Health Status","Overall Health","How is your general health?","Poor",39,3.2,1.8,4.6,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(47.613056, -122.632791)",1
2008,"WA","WA - Pierce County","Health Status","Overall Health","How is your general health?","Poor",87,3.5,2.5,4.5,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(47.179454, -122.410936)",1
2008,"WA","WA - Snohomish County","Health Status","Overall Health","How is your general health?","Poor",54,2.3,1.5,3.1,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(47.929139, -122.189388)",1
2008,"WA","WA - Spokane County","Health Status","Overall Health","How is your general health?","Poor",74,3.8,2.8,4.8,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(47.681186, -117.37087)",1
2008,"WA","WA - Thurston County","Health Status","Overall Health","How is your general health?","Poor",71,3.3,2.3,4.3,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(46.999073, -122.840989)",1
2008,"WA","WA - Yakima County","Health Status","Overall Health","How is your general health?","Poor",56,5.3,3.5,7.1,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(46.515822, -120.41619)",1
2008,"WV","WV - Kanawha County","Health Status","Overall Health","How is your general health?","Poor",42,7.7,5.2,10.2,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(38.361943, -81.652953)",1
2008,"WI","WI - Milwaukee County","Health Status","Overall Health","How is your general health?","Poor",65,3.9,1.7,6.1,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(43.032865, -87.959548)",1
2008,"WY","WY - Campbell County","Health Status","Overall Health","How is your general health?","Poor",21,3.7,1.7,5.7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(44.254397, -105.494894)",1
2008,"WY","WY - Fremont County","Health Status","Overall Health","How is your general health?","Poor",38,4.8,3,6.6,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(43.013591, -108.608913)",1
2008,"WY","WY - Laramie County","Health Status","Overall Health","How is your general health?","Poor",58,3.6,2.6,4.6,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.153225, -104.773209)",1
2008,"WY","WY - Natrona County","Health Status","Overall Health","How is your general health?","Poor",49,3.3,2.1,4.5,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(42.844218, -106.336877)",1
2008,"WY","WY - Sweetwater County","Health Status","Overall Health","How is your general health?","Poor",29,4.3,2.5,6.1,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.580266, -109.295115)",1
2007,"AL","AL - Jefferson County","Health Status","Overall Health","How is your general health?","Poor",40,4.9,2.5,7.2,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(33.518601, -86.814688)",1
2007,"AL","AL - Mobile County","Health Status","Overall Health","How is your general health?","Poor",57,8.4,5.4,11.3,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(30.683993, -88.170637)",1
2007,"AL","AL - Montgomery County","Health Status","Overall Health","How is your general health?","Poor",31,5.4,2.8,7.9,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(32.346175, -86.243797)",1
2007,"AL","AL - Tuscaloosa County","Health Status","Overall Health","How is your general health?","Poor",42,7.9,4.1,11.6,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(33.214154, -87.520229)",1
2007,"AK","AK - Anchorage Municipality","Health Status","Overall Health","How is your general health?","Poor",17,5.5,2.1,8.8,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(61.192232, -149.793182)",1
2007,"AZ","AZ - Maricopa County","Health Status","Overall Health","How is your general health?","Poor",48,4.2,2.8,5.5,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(33.493403, -112.04143)",1
2007,"AZ","AZ - Pima County","Health Status","Overall Health","How is your general health?","Poor",42,3.9,2.5,5.2,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(32.216707, -110.96001)",1
2007,"AZ","AZ - Pinal County","Health Status","Overall Health","How is your general health?","Poor",36,5.5,2.7,8.2,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(33.060133, -111.588364)",1
2007,"AZ","AZ - Santa Cruz County","Health Status","Overall Health","How is your general health?","Poor",23,4.6,0.6,8.5,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(31.434733, -110.943195)",1
2007,"AZ","AZ - Yuma County","Health Status","Overall Health","How is your general health?","Poor",44,5.3,3.5,7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(32.65004, -114.598663)",1
2007,"AR","AR - Benton County","Health Status","Overall Health","How is your general health?","Poor",20,4.7,2.3,7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(36.337348, -94.230543)",1
2007,"AR","AR - Pulaski County","Health Status","Overall Health","How is your general health?","Poor",32,4.1,2.3,5.8,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(34.773719, -92.311659)",1
2007,"AR","AR - Washington County","Health Status","Overall Health","How is your general health?","Poor",12,3.1,0.9,5.2,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(36.094275, -94.172222)",1
2007,"CA","CA - Alameda County","Health Status","Overall Health","How is your general health?","Poor",6,2,0.2,3.7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(37.705201, -122.100393)",1
2007,"CA","CA - Los Angeles County","Health Status","Overall Health","How is your general health?","Poor",45,4.5,2.9,6,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(34.065193, -118.244222)",1
2007,"CA","CA - Riverside County","Health Status","Overall Health","How is your general health?","Poor",17,3,1.2,4.7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(33.800439, -117.066205)",1
2007,"CA","CA - San Bernardino County","Health Status","Overall Health","How is your general health?","Poor",21,5.2,2.6,7.7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(34.190248, -117.357474)",1
2007,"CA","CA - San Diego County","Health Status","Overall Health","How is your general health?","Poor",20,3.1,1.5,4.6,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(32.88326, -117.112994)",1
2007,"CO","CO - Adams County","Health Status","Overall Health","How is your general health?","Poor",39,3.8,2.4,5.1,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(39.874297, -104.927473)",1
2007,"CO","CO - Arapahoe County","Health Status","Overall Health","How is your general health?","Poor",38,2.1,1.3,2.8,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(39.647528, -104.845968)",1
2007,"CO","CO - Boulder County","Health Status","Overall Health","How is your general health?","Poor",19,1.3,0.7,1.8,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(40.063299, -105.183981)",1
2007,"CO","CO - Denver County","Health Status","Overall Health","How is your general health?","Poor",43,3,1.8,4.1,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(39.72143, -104.955068)",1
2007,"CO","CO - Douglas County","Health Status","Overall Health","How is your general health?","Poor",8,0.7,0.1,1.2,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(39.48527, -104.879712)",1
2007,"CO","CO - El Paso County","Health Status","Overall Health","How is your general health?","Poor",54,2.8,1.8,3.7,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(38.873669, -104.758477)",1
2007,"CO","CO - Jefferson County","Health Status","Overall Health","How is your general health?","Poor",42,2.6,1.6,3.5,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(39.720524, -105.128819)",1
2007,"CO","CO - Larimer County","Health Status","Overall Health","How is your general health?","Poor",26,2.8,1.6,3.9,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(40.504546, -105.099218)",1
2007,"CO","CO - Weld County","Health Status","Overall Health","How is your general health?","Poor",18,2.5,1.1,3.8,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(40.328082, -104.788507)",1
2007,"CT","CT - Fairfield County","Health Status","Overall Health","How is your general health?","Poor",76,2.1,1.5,2.6,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.207889, -73.364521)",1
2007,"CT","CT - Hartford County","Health Status","Overall Health","How is your general health?","Poor",59,2.6,1.8,3.3,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.761943, -72.717282)",1
2007,"CT","CT - Middlesex County","Health Status","Overall Health","How is your general health?","Poor",11,2.6,0.6,4.5,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.478564, -72.571408)",1
2007,"CT","CT - New Haven County","Health Status","Overall Health","How is your general health?","Poor",85,2.3,1.7,2.8,5,"%","Crude Prevalence",NA,NA,"BRFSS","CLASS08","Topic41",NA,"GENHLTH","RESP060","(41.396052, -72.941497)",1
